Year;Birth;Age;Sex;Reg;RegType;UkrBall100;
2019;1981;38;0;Dnipropetrovska  ;1;126;
2019;1981;38;0;Dnipropetrovska  ;1;145;
2019;1981;38;0;Dnipropetrovska  ;1;131;
2019;1981;38;0;Dnipropetrovska  ;1;102;
2020;1981;39;0;Dnipropetrovska  ;1;111;
2020;1981;39;0;Dnipropetrovska  ;1;114;
2020;1981;39;1;Dnipropetrovska  ;1;104;
2020;1981;39;0;Dnipropetrovska  ;1;153;
2020;1981;39;1;Dnipropetrovska  ;1;110;
2020;1981;39;1;Dnipropetrovska  ;1;142;
2020;1981;39;0;Dnipropetrovska  ;1;113;
2020;1981;39;0;Dnipropetrovska  ;1;125;
2020;1981;39;0;Dnipropetrovska  ;1;118;
2020;1981;39;0;Dnipropetrovska  ;1;118;
2020;1981;39;0;Dnipropetrovska  ;1;133;
2020;1981;39;0;Dnipropetrovska  ;1;186;
2020;1981;39;1;Dnipropetrovska  ;1;116;
2020;1981;39;1;Dnipropetrovska  ;1;104;
2020;1981;39;0;Dnipropetrovska  ;1;142;
2020;1981;39;0;Dnipropetrovska  ;0;106;
2020;1981;39;0;Dnipropetrovska  ;1;125;
2018;1981;37;0;Donetska  ;1;104.0;
2018;1981;37;0;Donetska  ;1;179.0;
2018;1981;37;0;Donetska  ;1;116.0;
2018;1981;37;0;Donetska  ;1;136.0;
2018;1981;37;0;Donetska  ;1;121.0;
2018;1981;37;0;Donetska  ;1;105.0;
2018;1981;37;1;Donetska  ;1;121.0;
2018;1981;37;1;Donetska  ;1;102.0;
2018;1981;37;0;Donetska  ;1;127.0;
2018;1981;37;0;Donetska  ;1;112.0;
2018;1981;37;0;Donetska  ;0;100.0;
2018;1981;37;0;Donetska  ;1;129.0;
2018;1981;37;0;Donetska  ;1;119.0;
2018;1981;37;0;Donetska  ;1;151.0;
2019;1981;38;1;Donetska  ;1;137;
2019;1981;38;1;Donetska  ;1;111;
2019;1981;38;0;Donetska  ;1;120;
2019;1981;38;0;Donetska  ;1;144;
2019;1981;38;0;Donetska  ;1;144;
2019;1981;38;1;Donetska  ;1;131;
2019;1981;38;0;Donetska  ;1;129;
2019;1981;38;1;Donetska  ;1;131;
2019;1981;38;0;Donetska  ;1;165;
