Year;Birth;Age;Sex;Reg;RegType;UkrBall100;
2020;1988;32;1;Volynska  ;0;101;
2020;1988;32;1;Zakarpatska  ;1;141;
2020;1988;32;0;Zakarpatska  ;1;145;
2020;1988;32;0;Zakarpatska  ;1;165;
2020;1988;32;0;Zakarpatska  ;1;108;
2020;1988;32;0;Lvivska  ;1;148;
2020;1988;32;0;Lvivska  ;1;127;
2020;1988;32;0;Lvivska  ;1;140;
2020;1988;32;0;Lvivska  ;1;108;
2020;1988;32;0;Lvivska  ;1;116;
2020;1988;32;0;Lvivska  ;0;141;
2020;1988;32;1;Lvivska  ;0;110;
2020;1988;32;0;Poltavska  ;0;119;
2020;1988;32;1;Poltavska  ;1;100;
2020;1988;32;0;Poltavska  ;0;169;
2020;1988;32;0;Poltavska  ;1;137;
2020;1988;32;1;Poltavska  ;1;104;
2020;1988;32;1;Poltavska  ;1;108;
2020;1988;32;0;Poltavska  ;0;130;
2020;1988;32;0;Poltavska  ;1;154;
2020;1988;32;0;Rivnenska  ;1;127;
2020;1988;32;0;Rivnenska  ;1;108;
2020;1988;32;0;Ternopilska  ;1;108;
2020;1988;32;1;Ternopilska  ;1;121;
2020;1988;32;0;Ternopilska  ;1;116;
2020;1988;32;1;Ternopilska  ;1;147;
2020;1988;32;0;Ternopilska  ;1;107;
2020;1988;32;0;Khmelnytska  ;1;157;
2020;1988;32;0;Khmelnytska  ;1;116;
2020;1988;32;1;Khmelnytska  ;1;114;
2020;1988;32;0;Khmelnytska  ;1;121;
2020;1988;32;0;Khmelnytska  ;1;106;
2020;1988;32;1;Khmelnytska  ;1;111;
2019;1988;31;0;Vinnytska  ;1;113;
2019;1988;31;0;Vinnytska  ;1;119;
2019;1988;31;1;Vinnytska  ;1;115;
2019;1988;31;0;Vinnytska  ;1;113;
2019;1988;31;0;Vinnytska  ;0;104;
2019;1988;31;1;Vinnytska  ;0;129;
2019;1988;31;1;Vinnytska  ;0;107;
2019;1988;31;0;Vinnytska  ;0;149;
2019;1988;31;0;Volynska  ;1;126;
2019;1988;31;0;Volynska  ;1;106;
2019;1988;31;1;Zakarpatska  ;1;111;
2019;1988;31;0;Zakarpatska  ;1;113;
2019;1988;31;1;Lvivska  ;1;132;
2019;1988;31;0;Lvivska  ;1;127;
2019;1988;31;0;Lvivska  ;1;124;
2019;1988;31;0;Lvivska  ;1;100;
2019;1988;31;0;Lvivska  ;1;115;
2019;1988;31;0;Lvivska  ;1;100;
2019;1988;31;0;Lvivska  ;1;104;
2019;1988;31;0;Lvivska  ;1;113;
2019;1988;31;0;Lvivska  ;1;160;
2019;1988;31;0;Lvivska  ;1;104;
2019;1988;31;0;Poltavska  ;0;138;
2019;1988;31;1;Poltavska  ;0;137;
2019;1988;31;0;Poltavska  ;1;191;
2019;1988;31;0;Poltavska  ;0;113;
2019;1988;31;0;Poltavska  ;1;120;
2019;1988;31;0;Poltavska  ;1;143;
2019;1988;31;0;Poltavska  ;1;109;
2019;1988;31;0;Poltavska  ;1;100;
2019;1988;31;1;Poltavska  ;0;109;
2019;1988;31;0;Poltavska  ;0;137;
2019;1988;31;0;Poltavska  ;0;159;
2019;1988;31;1;Poltavska  ;1;129;
2019;1988;31;0;Poltavska  ;1;138;
2019;1988;31;0;Poltavska  ;1;137;
2019;1988;31;1;Rivnenska  ;1;100;
2019;1988;31;0;Rivnenska  ;1;120;
2019;1988;31;0;Rivnenska  ;0;120;
2019;1988;31;0;Ternopilska  ;0;134;
2019;1988;31;0;Khmelnytska  ;1;143;
2019;1988;31;0;Khmelnytska  ;0;107;
2019;1988;31;0;Khmelnytska  ;1;120;
2019;1988;31;0;Khmelnytska  ;0;106;
2019;1988;31;0;Khmelnytska  ;1;154;
2019;1988;31;0;Khmelnytska  ;1;104;
2018;1988;30;0;Vinnytska  ;1;118.0;
2018;1988;30;0;Vinnytska  ;1;118.0;
2018;1988;30;0;Vinnytska  ;1;116.0;
2018;1988;30;0;Vinnytska  ;1;126.0;
2018;1988;30;0;Vinnytska  ;0;127.0;
2018;1988;30;0;Volynska  ;0;160.0;
2018;1988;30;0;Volynska  ;1;136.0;
2018;1988;30;0;Volynska  ;1;116.0;
2018;1988;30;1;Volynska  ;1;116.0;
2018;1988;30;0;Volynska  ;0;150.0;
2018;1988;30;0;Zakarpatska  ;1;165.0;
2018;1988;30;1;Zakarpatska  ;1;138.0;
2018;1988;30;0;Zakarpatska  ;0;105.0;
2018;1988;30;0;Zakarpatska  ;0;116.0;
2018;1988;30;0;Zakarpatska  ;1;123.0;
2018;1988;30;1;Lvivska  ;1;160.0;
2018;1988;30;0;Lvivska  ;1;168.0;
2018;1988;30;0;Lvivska  ;0;129.0;
2018;1988;30;0;Lvivska  ;1;189.0;
2018;1988;30;0;Lvivska  ;1;176.0;
2018;1988;30;0;Lvivska  ;1;107.0;
2018;1988;30;0;Poltavska  ;1;121.0;
2018;1988;30;1;Poltavska  ;1;112.0;
2018;1988;30;0;Poltavska  ;1;150.0;
2018;1988;30;1;Poltavska  ;1;104.0;
2018;1988;30;1;Poltavska  ;0;112.0;
2018;1988;30;0;Poltavska  ;1;146.0;
2018;1988;30;1;Poltavska  ;1;132.0;
2018;1988;30;0;Poltavska  ;1;107.0;
2018;1988;30;0;Poltavska  ;0;107.0;
2018;1988;30;1;Poltavska  ;1;121.0;
2018;1988;30;0;Poltavska  ;1;123.0;
2018;1988;30;0;Poltavska  ;0;139.0;
2018;1988;30;1;Poltavska  ;0;102.0;
2018;1988;30;1;Poltavska  ;1;126.0;
2018;1988;30;0;Poltavska  ;0;123.0;
2018;1988;30;0;Rivnenska  ;0;112.0;
2018;1988;30;0;Rivnenska  ;1;139.0;
2018;1988;30;0;Rivnenska  ;1;121.0;
2018;1988;30;1;Ternopilska  ;1;111.0;
2018;1988;30;0;Ternopilska  ;1;100.0;
2018;1988;30;0;Ternopilska  ;1;112.0;
2018;1988;30;0;Ternopilska  ;1;102.0;
2018;1988;30;0;Khmelnytska  ;1;162.0;
2018;1988;30;0;Khmelnytska  ;0;105.0;
2018;1988;30;0;Khmelnytska  ;1;105.0;
2018;1988;30;1;Khmelnytska  ;1;114.0;
2018;1988;30;1;Khmelnytska  ;1;104.0;
2018;1988;30;1;Chernivetska  ;1;111.0;
2018;1988;30;1;Chernivetska  ;1;146.0;
2019;1988;31;0;Chernivetska  ;0;150;
2019;1988;31;1;Chernivetska  ;0;117;
2020;1988;32;0;Chernivetska  ;0;104;
2020;1988;32;0;Chernivetska  ;1;113;
2020;1988;32;0;Chernivetska  ;0;111;
2020;1988;32;0;Chernivetska  ;1;148;
2018;1988;30;0;Chernihivska  ;1;183.0;
2018;1988;30;1;Chernihivska  ;1;156.0;
2018;1988;30;1;Chernihivska  ;1;109.0;
2018;1988;30;0;Chernihivska  ;1;123.0;
2018;1988;30;1;Chernihivska  ;1;112.0;
2018;1988;30;1;Chernihivska  ;1;100.0;
2018;1988;30;0;Chernihivska  ;1;100.0;
2019;1988;31;0;Chernihivska  ;1;109;
2019;1988;31;0;Chernihivska  ;1;167;
2019;1988;31;0;Chernihivska  ;0;120;
2019;1988;31;0;Chernihivska  ;1;153;
2019;1988;31;0;Chernihivska  ;1;141;
2019;1988;31;0;Chernihivska  ;1;145;
2019;1988;31;0;Chernihivska  ;1;113;
2020;1988;32;0;Chernihivska  ;1;153;
2020;1988;32;1;Chernihivska  ;1;106;
2020;1988;32;0;Chernihivska  ;1;164;
2018;1989;29;0;Cherkaska  ;0;146.0;
2018;1989;29;1;Cherkaska  ;0;135.0;
2018;1989;29;0;Cherkaska  ;0;132.0;
2019;1989;30;1;Cherkaska  ;1;143;
2019;1989;30;1;Cherkaska  ;1;100;
2019;1989;30;0;Cherkaska  ;1;144;
2019;1989;30;1;Cherkaska  ;1;120;
2020;1989;31;0;Cherkaska  ;1;125;
2020;1989;31;0;Cherkaska  ;1;122;
2020;1989;31;0;Cherkaska  ;0;165;
2020;1989;31;0;Cherkaska  ;1;110;
2020;1989;31;0;Cherkaska  ;1;114;
2020;1989;31;0;Cherkaska  ;1;114;
2020;1989;31;0;Cherkaska  ;1;141;
2018;1989;29;0;Dnipropetrovska  ;1;129.0;
2018;1989;29;0;Dnipropetrovska  ;1;135.0;
2018;1989;29;0;Dnipropetrovska  ;1;141.0;
2018;1989;29;0;Dnipropetrovska  ;1;159.0;
2018;1989;29;0;Dnipropetrovska  ;1;134.0;
2018;1989;29;1;Dnipropetrovska  ;1;114.0;
2018;1989;29;0;Dnipropetrovska  ;1;162.0;
2018;1989;29;0;Dnipropetrovska  ;0;129.0;
2018;1989;29;1;Dnipropetrovska  ;1;175.0;
2018;1989;29;1;Dnipropetrovska  ;1;138.0;
2018;1989;29;0;Dnipropetrovska  ;1;114.0;
2018;1989;29;0;Dnipropetrovska  ;0;134.0;
2018;1989;29;1;Dnipropetrovska  ;1;157.0;
2018;1989;29;1;Dnipropetrovska  ;1;146.0;
2018;1989;29;1;Dnipropetrovska  ;0;124.0;
2018;1989;29;0;Dnipropetrovska  ;1;112.0;
2018;1989;29;0;Dnipropetrovska  ;0;114.0;
2018;1989;29;1;Dnipropetrovska  ;1;124.0;
2018;1989;29;0;Dnipropetrovska  ;1;129.0;
2018;1989;29;0;Dnipropetrovska  ;1;135.0;
2018;1989;29;1;Dnipropetrovska  ;1;175.0;
2018;1989;29;0;Dnipropetrovska  ;1;118.0;
2018;1989;29;1;Dnipropetrovska  ;1;164.0;
2018;1989;29;0;Dnipropetrovska  ;1;129.0;
2018;1989;29;0;Dnipropetrovska  ;1;114.0;
2018;1989;29;0;Dnipropetrovska  ;1;111.0;
2018;1989;29;1;Dnipropetrovska  ;1;150.0;
2018;1989;29;1;Dnipropetrovska  ;1;132.0;
2018;1989;29;1;Dnipropetrovska  ;1;118.0;
2018;1989;29;0;Dnipropetrovska  ;1;156.0;
2018;1989;29;0;Dnipropetrovska  ;0;104.0;
2018;1989;29;0;Dnipropetrovska  ;1;102.0;
2018;1989;29;1;Dnipropetrovska  ;1;109.0;
2018;1989;29;1;Dnipropetrovska  ;1;112.0;
2019;1989;30;0;Dnipropetrovska  ;1;109;
2019;1989;30;0;Dnipropetrovska  ;1;106;
2019;1989;30;1;Dnipropetrovska  ;1;126;
2019;1989;30;0;Dnipropetrovska  ;1;153;
2019;1989;30;1;Dnipropetrovska  ;1;148;
2019;1989;30;1;Dnipropetrovska  ;1;109;
2019;1989;30;1;Dnipropetrovska  ;1;117;
2019;1989;30;1;Dnipropetrovska  ;0;122;
2019;1989;30;1;Dnipropetrovska  ;1;107;
2019;1989;30;0;Dnipropetrovska  ;1;157;
2019;1989;30;0;Dnipropetrovska  ;1;150;
2019;1989;30;0;Dnipropetrovska  ;1;113;
2019;1989;30;0;Dnipropetrovska  ;1;104;
2019;1989;30;0;Dnipropetrovska  ;1;111;
2019;1989;30;0;Dnipropetrovska  ;1;124;
2019;1989;30;1;Dnipropetrovska  ;1;100;
2019;1989;30;0;Dnipropetrovska  ;1;107;
2019;1989;30;1;Dnipropetrovska  ;0;109;
2019;1989;30;0;Dnipropetrovska  ;1;127;
2019;1989;30;1;Dnipropetrovska  ;1;134;
2019;1989;30;0;Dnipropetrovska  ;1;102;
2019;1989;30;0;Dnipropetrovska  ;1;124;
2019;1989;30;0;Dnipropetrovska  ;0;115;
2019;1989;30;0;Dnipropetrovska  ;1;127;
2019;1989;30;1;Dnipropetrovska  ;0;106;
2019;1989;30;1;Dnipropetrovska  ;1;145;
2019;1989;30;0;Dnipropetrovska  ;1;117;
2019;1989;30;0;Dnipropetrovska  ;1;167;
2019;1989;30;0;Dnipropetrovska  ;1;100;
2019;1989;30;0;Dnipropetrovska  ;1;109;
2019;1989;30;0;Dnipropetrovska  ;1;124;
2019;1989;30;1;Dnipropetrovska  ;1;119;
2019;1989;30;0;Dnipropetrovska  ;1;129;
2019;1989;30;0;Dnipropetrovska  ;1;144;
2019;1989;30;0;Dnipropetrovska  ;1;117;
2019;1989;30;0;Dnipropetrovska  ;1;109;
2019;1989;30;1;Dnipropetrovska  ;1;134;
2019;1989;30;0;Dnipropetrovska  ;1;102;
2019;1989;30;0;Dnipropetrovska  ;1;137;
2019;1989;30;1;Dnipropetrovska  ;0;134;
2019;1989;30;0;Dnipropetrovska  ;1;134;
2019;1989;30;0;Dnipropetrovska  ;1;194;
2020;1989;31;1;Dnipropetrovska  ;1;145;
2020;1989;31;0;Dnipropetrovska  ;1;122;
2020;1989;31;0;Dnipropetrovska  ;1;125;
2020;1989;31;0;Dnipropetrovska  ;1;163;
2020;1989;31;0;Dnipropetrovska  ;1;127;
2020;1989;31;0;Dnipropetrovska  ;1;103;
2020;1989;31;0;Dnipropetrovska  ;1;140;
2020;1989;31;0;Dnipropetrovska  ;1;106;
2020;1989;31;1;Dnipropetrovska  ;1;169;
2020;1989;31;1;Dnipropetrovska  ;1;107;
2020;1989;31;0;Dnipropetrovska  ;1;149;
2020;1989;31;0;Dnipropetrovska  ;1;186;
2020;1989;31;0;Dnipropetrovska  ;0;134;
2020;1989;31;0;Dnipropetrovska  ;0;152;
2020;1989;31;1;Dnipropetrovska  ;1;118;
2020;1989;31;0;Dnipropetrovska  ;1;148;
2020;1989;31;0;Dnipropetrovska  ;1;121;
2020;1989;31;0;Dnipropetrovska  ;1;122;
2020;1989;31;0;Dnipropetrovska  ;1;116;
2020;1989;31;0;Dnipropetrovska  ;1;113;
2020;1989;31;0;Dnipropetrovska  ;1;124;
2020;1989;31;0;Dnipropetrovska  ;1;110;
2020;1989;31;0;Dnipropetrovska  ;1;125;
2020;1989;31;0;Dnipropetrovska  ;1;108;
2020;1989;31;1;Dnipropetrovska  ;1;125;
2020;1989;31;1;Dnipropetrovska  ;0;160;
2020;1989;31;1;Dnipropetrovska  ;0;133;
2020;1989;31;1;Dnipropetrovska  ;1;125;
2018;1989;29;0;Donetska  ;1;126.0;
2018;1989;29;1;Donetska  ;1;105.0;
2018;1989;29;0;Donetska  ;1;170.0;
2018;1989;29;0;Donetska  ;1;178.0;
2018;1989;29;0;Donetska  ;1;143.0;
2018;1989;29;0;Donetska  ;1;114.0;
2018;1989;29;0;Donetska  ;1;136.0;
2018;1989;29;0;Donetska  ;1;123.0;
2018;1989;29;0;Donetska  ;1;136.0;
2018;1989;29;1;Donetska  ;1;109.0;
2018;1989;29;0;Donetska  ;1;180.0;
2018;1989;29;0;Donetska  ;1;134.0;
2018;1989;29;0;Donetska  ;1;114.0;
2018;1989;29;1;Donetska  ;1;107.0;
2018;1989;29;0;Donetska  ;1;148.0;
2018;1989;29;0;Donetska  ;1;104.0;
2018;1989;29;0;Donetska  ;1;136.0;
2018;1989;29;0;Donetska  ;1;121.0;
2018;1989;29;0;Donetska  ;1;121.0;
2018;1989;29;0;Donetska  ;0;112.0;
2018;1989;29;1;Donetska  ;1;118.0;
2019;1989;30;0;Donetska  ;1;109;
2019;1989;30;0;Donetska  ;1;132;
2019;1989;30;0;Donetska  ;1;132;
2019;1989;30;0;Donetska  ;1;152;
2019;1989;30;1;Donetska  ;1;126;
2019;1989;30;0;Donetska  ;1;107;
2019;1989;30;0;Donetska  ;1;111;
2019;1989;30;0;Donetska  ;1;102;
2019;1989;30;0;Donetska  ;1;143;
2019;1989;30;0;Donetska  ;1;117;
2019;1989;30;1;Donetska  ;1;102;
2019;1989;30;0;Donetska  ;1;138;
2019;1989;30;0;Donetska  ;1;111;
2019;1989;30;1;Donetska  ;1;102;
2020;1989;31;1;Donetska  ;1;121;
2020;1989;31;0;Donetska  ;1;141;
2020;1989;31;0;Donetska  ;0;124;
2020;1989;31;0;Donetska  ;1;122;
2020;1989;31;0;Donetska  ;1;140;
2020;1989;31;0;Donetska  ;0;103;
2020;1989;31;0;Donetska  ;0;135;
2020;1989;31;0;Donetska  ;1;125;
2020;1989;31;0;Donetska  ;1;135;
2020;1989;31;0;Donetska  ;1;141;
2020;1989;31;0;Donetska  ;0;119;
2020;1989;31;0;Donetska  ;1;116;
2020;1989;31;0;Donetska  ;1;104;
2020;1989;31;0;Donetska  ;1;162;
2020;1989;31;0;Donetska  ;0;114;
2018;1989;29;1;Ivano-Frankivska  ;1;123.0;
2018;1989;29;1;Ivano-Frankivska  ;1;104.0;
2018;1989;29;0;Ivano-Frankivska  ;0;129.0;
2019;1989;30;0;Ivano-Frankivska  ;1;161;
2019;1989;30;0;Ivano-Frankivska  ;0;135;
2019;1989;30;0;Ivano-Frankivska  ;1;104;
2019;1989;30;1;Ivano-Frankivska  ;1;104;
2020;1989;31;0;Ivano-Frankivska  ;0;125;
2020;1989;31;0;Ivano-Frankivska  ;1;149;
2020;1989;31;0;Ivano-Frankivska  ;1;100;
2020;1989;31;0;Ivano-Frankivska  ;0;118;
2020;1989;31;0;Ivano-Frankivska  ;1;124;
2020;1989;31;1;Ivano-Frankivska  ;1;104;
2018;1989;29;0;Kharkivska  ;1;167.0;
2018;1989;29;1;Kharkivska  ;1;104.0;
2018;1989;29;1;Kharkivska  ;1;104.0;
2018;1989;29;0;Kharkivska  ;0;104.0;
2018;1989;29;0;Kharkivska  ;1;151.0;
2018;1989;29;0;Kharkivska  ;0;114.0;
2018;1989;29;0;Kharkivska  ;1;112.0;
2018;1989;29;0;Kharkivska  ;1;176.0;
2018;1989;29;0;Kharkivska  ;0;114.0;
2018;1989;29;0;Kharkivska  ;1;141.0;
2018;1989;29;0;Kharkivska  ;1;114.0;
2018;1989;29;1;Kharkivska  ;1;131.0;
2018;1989;29;1;Kharkivska  ;1;135.0;
2018;1989;29;0;Kharkivska  ;0;126.0;
2018;1989;29;0;Kharkivska  ;1;114.0;
2018;1989;29;1;Kharkivska  ;1;131.0;
2018;1989;29;1;Kharkivska  ;1;127.0;
2019;1989;30;0;Kharkivska  ;1;131;
2019;1989;30;1;Kharkivska  ;1;113;
2019;1989;30;0;Kharkivska  ;1;113;
2019;1989;30;0;Kharkivska  ;1;147;
2019;1989;30;0;Kharkivska  ;1;119;
2019;1989;30;0;Kharkivska  ;1;147;
2019;1989;30;0;Kharkivska  ;1;138;
2019;1989;30;0;Kharkivska  ;1;115;
2019;1989;30;1;Kharkivska  ;1;106;
2019;1989;30;0;Kharkivska  ;1;149;
2019;1989;30;1;Kharkivska  ;1;120;
2019;1989;30;0;Kharkivska  ;1;104;
2019;1989;30;0;Kharkivska  ;1;148;
2020;1989;31;1;Kharkivska  ;1;125;
2020;1989;31;0;Kharkivska  ;0;113;
2020;1989;31;1;Kharkivska  ;1;122;
2020;1989;31;0;Kharkivska  ;1;169;
2020;1989;31;0;Kharkivska  ;1;118;
2020;1989;31;0;Kharkivska  ;1;185;
2020;1989;31;1;Kharkivska  ;1;124;
2020;1989;31;0;Kharkivska  ;1;185;
2020;1989;31;0;Kharkivska  ;1;153;
2020;1989;31;0;Kharkivska  ;1;159;
2020;1989;31;1;Kharkivska  ;1;163;
2020;1989;31;0;Kharkivska  ;1;101;
2020;1989;31;0;Kharkivska  ;1;137;
2020;1989;31;0;Kharkivska  ;1;118;
2020;1989;31;1;Kharkivska  ;1;119;
2020;1989;31;0;Kharkivska  ;1;100;
2020;1989;31;1;Kharkivska  ;1;131;
2020;1989;31;0;Kharkivska  ;1;122;
2020;1989;31;0;Kharkivska  ;1;158;
2020;1989;31;1;Kharkivska  ;1;100;
2020;1989;31;1;Kharkivska  ;1;111;
2018;1989;29;0;Khersonska  ;0;114.0;
2018;1989;29;0;Khersonska  ;0;157.0;
2018;1989;29;1;Khersonska  ;0;107.0;
2018;1989;29;0;Khersonska  ;1;119.0;
2018;1989;29;1;Khersonska  ;1;127.0;
2018;1989;29;0;Khersonska  ;1;143.0;
2018;1989;29;1;Khersonska  ;1;111.0;
2018;1989;29;0;Khersonska  ;0;124.0;
2018;1989;29;1;Khersonska  ;0;102.0;
2018;1989;29;1;Khersonska  ;0;104.0;
2018;1989;29;0;Khersonska  ;0;139.0;
2018;1989;29;1;Khersonska  ;1;105.0;
2019;1989;30;1;Khersonska  ;1;165;
2019;1989;30;0;Khersonska  ;0;176;
2019;1989;30;0;Khersonska  ;0;119;
2019;1989;30;0;Khersonska  ;1;102;
2019;1989;30;0;Khersonska  ;0;143;
2019;1989;30;1;Khersonska  ;1;155;
2019;1989;30;0;Khersonska  ;0;113;
2019;1989;30;0;Khersonska  ;0;119;
2020;1989;31;1;Khersonska  ;1;104;
2020;1989;31;1;Khersonska  ;1;118;
2020;1989;31;1;Khersonska  ;0;100;
2020;1989;31;1;Khersonska  ;0;121;
2018;1989;29;0;Kirovohradska  ;1;102.0;
2018;1989;29;1;Kirovohradska  ;1;100.0;
2018;1989;29;0;Kirovohradska  ;0;100.0;
2018;1989;29;1;Kirovohradska  ;1;105.0;
2018;1989;29;1;Kirovohradska  ;1;129.0;
2018;1989;29;0;Kirovohradska  ;1;112.0;
2018;1989;29;0;Kirovohradska  ;1;107.0;
2019;1989;30;1;Kirovohradska  ;1;138;
2019;1989;30;0;Kirovohradska  ;1;106;
2019;1989;30;0;Kirovohradska  ;1;197;
2019;1989;30;0;Kirovohradska  ;0;106;
2019;1989;30;0;Kirovohradska  ;0;113;
2019;1989;30;0;Kirovohradska  ;1;100;
2019;1989;30;1;Kirovohradska  ;1;111;
2020;1989;31;1;Kirovohradska  ;1;162;
2020;1989;31;0;Kirovohradska  ;1;118;
2020;1989;31;0;Kirovohradska  ;1;130;
2020;1989;31;0;Kirovohradska  ;1;137;
2020;1989;31;0;Kirovohradska  ;0;138;
2020;1989;31;0;Kirovohradska  ;1;106;
2020;1989;31;0;Kirovohradska  ;1;113;
2018;1989;29;0;Kyiv;1;138.0;
2018;1989;29;0;Kyiv;1;141.0;
2018;1989;29;0;Kyiv;1;102.0;
2018;1989;29;1;Kyiv;1;156.0;
2018;1989;29;1;Kyiv;1;114.0;
2018;1989;29;1;Kyiv;1;114.0;
2018;1989;29;1;Kyiv;1;138.0;
2018;1989;29;0;Kyiv;1;116.0;
2018;1989;29;1;Kyiv;1;109.0;
2018;1989;29;1;Kyiv;1;129.0;
2018;1989;29;0;Kyiv;1;135.0;
2018;1989;29;0;Kyiv;1;145.0;
2018;1989;29;1;Kyiv;1;109.0;
2018;1989;29;0;Kyiv;1;198.0;
2018;1989;29;1;Kyiv;1;151.0;
2018;1989;29;0;Kyiv;1;180.0;
2018;1989;29;1;Kyiv;1;104.0;
2018;1989;29;1;Kyiv;1;162.0;
2018;1989;29;1;Kyiv;1;119.0;
2018;1989;29;0;Kyiv;1;159.0;
2018;1989;29;0;Kyiv;1;142.0;
2018;1989;29;0;Kyiv;1;127.0;
2018;1989;29;1;Kyiv;1;119.0;
2018;1989;29;1;Kyiv;1;148.0;
2018;1989;29;0;Kyiv;1;111.0;
2018;1989;29;1;Kyiv;1;100.0;
2018;1989;29;0;Kyiv;1;109.0;
2018;1989;29;0;Kyiv;1;109.0;
2018;1989;29;1;Kyiv;1;150.0;
2018;1989;29;1;Kyiv;1;151.0;
2018;1989;29;0;Kyiv;1;159.0;
2018;1989;29;1;Kyiv;1;114.0;
2018;1989;29;0;Kyiv;1;164.0;
2018;1989;29;0;Kyiv;1;147.0;
2018;1989;29;0;Kyiv;1;145.0;
2018;1989;29;1;Kyiv;1;105.0;
2019;1989;30;0;Kyiv;1;134;
2019;1989;30;0;Kyiv;1;131;
2019;1989;30;0;Kyiv;1;172;
2019;1989;30;1;Kyiv;1;150;
2019;1989;30;1;Kyiv;1;138;
2019;1989;30;0;Kyiv;1;176;
2019;1989;30;1;Kyiv;1;111;
2019;1989;30;0;Kyiv;1;170;
2019;1989;30;0;Kyiv;1;120;
2019;1989;30;0;Kyiv;1;198;
2019;1989;30;1;Kyiv;1;150;
2019;1989;30;0;Kyiv;1;160;
2019;1989;30;1;Kyiv;1;155;
2019;1989;30;1;Kyiv;1;140;
2019;1989;30;1;Kyiv;1;147;
2019;1989;30;0;Kyiv;1;111;
2019;1989;30;1;Kyiv;1;150;
2019;1989;30;0;Kyiv;1;174;
2019;1989;30;0;Kyiv;1;140;
2019;1989;30;1;Kyiv;1;122;
2019;1989;30;0;Kyiv;1;104;
2019;1989;30;1;Kyiv;1;155;
2019;1989;30;1;Kyiv;1;117;
2019;1989;30;1;Kyiv;1;109;
2019;1989;30;0;Kyiv;1;154;
2019;1989;30;0;Kyiv;1;147;
2019;1989;30;1;Kyiv;1;109;
2019;1989;30;0;Kyiv;1;141;
2019;1989;30;0;Kyiv;1;122;
2020;1989;31;0;Kyiv;1;145;
2020;1989;31;0;Kyiv;1;148;
2020;1989;31;1;Kyiv;1;121;
2020;1989;31;1;Kyiv;1;185;
2020;1989;31;0;Kyiv;1;159;
2020;1989;31;0;Kyiv;1;176;
2020;1989;31;1;Kyiv;1;118;
2020;1989;31;1;Kyiv;1;140;
2020;1989;31;0;Kyiv;1;101;
2020;1989;31;0;Kyiv;1;119;
2020;1989;31;0;Kyiv;1;197.5;
2020;1989;31;1;Kyiv;1;110;
2020;1989;31;0;Kyiv;1;113;
2020;1989;31;1;Kyiv;1;111;
2020;1989;31;0;Kyiv;1;110;
2020;1989;31;0;Kyiv;1;140;
2020;1989;31;1;Kyiv;1;128;
2020;1989;31;0;Kyiv;1;118;
2020;1989;31;1;Kyiv;1;158;
2020;1989;31;1;Kyiv;1;108;
2020;1989;31;1;Kyiv;1;135;
2020;1989;31;0;Kyiv;1;128;
2020;1989;31;0;Kyiv;1;106;
2020;1989;31;1;Kyiv;1;119;
2020;1989;31;0;Kyiv;1;141;
2020;1989;31;1;Kyiv;1;166;
2020;1989;31;1;Kyiv;1;153;
2020;1989;31;1;Kyiv;1;160;
2018;1989;29;0;Kyivska  ;1;132.0;
2018;1989;29;0;Kyivska  ;0;124.0;
2018;1989;29;0;Kyivska  ;1;131.0;
2018;1989;29;0;Kyivska  ;0;123.0;
2018;1989;29;1;Kyivska  ;0;132.0;
2018;1989;29;0;Kyivska  ;1;131.0;
2019;1989;30;1;Kyivska  ;0;122;
2019;1989;30;1;Kyivska  ;1;113;
2019;1989;30;1;Kyivska  ;1;109;
2019;1989;30;1;Kyivska  ;1;111;
2019;1989;30;0;Kyivska  ;1;100;
2019;1989;30;1;Kyivska  ;0;131;
2019;1989;30;1;Kyivska  ;1;135;
2019;1989;30;0;Kyivska  ;1;117;
2019;1989;30;0;Kyivska  ;1;137;
2019;1989;30;0;Kyivska  ;1;135;
2019;1989;30;0;Kyivska  ;0;119;
2020;1989;31;1;Kyivska  ;0;122;
2020;1989;31;1;Kyivska  ;0;104;
2020;1989;31;0;Kyivska  ;1;116;
2020;1989;31;1;Kyivska  ;1;127;
2020;1989;31;0;Kyivska  ;0;149;
2020;1989;31;0;Kyivska  ;1;173;
2020;1989;31;1;Kyivska  ;0;152;
2020;1989;31;0;Kyivska  ;1;118;
2020;1989;31;0;Kyivska  ;1;118;
2020;1989;31;1;Kyivska  ;1;133;
2020;1989;31;0;Kyivska  ;0;124;
2020;1989;31;1;Kyivska  ;1;137;
2020;1989;31;0;Kyivska  ;1;127;
2020;1989;31;0;Kyivska  ;1;118;
2020;1989;31;0;Kyivska  ;0;124;
2020;1989;31;1;Kyivska  ;1;116;
2020;1989;31;0;Kyivska  ;1;137;
2020;1989;31;0;Kyivska  ;0;100;
2020;1989;31;0;Kyivska  ;1;101;
2020;1989;31;0;Kyivska  ;1;113;
2018;1989;29;0;Luhanska  ;1;100.0;
2018;1989;29;0;Luhanska  ;1;118.0;
2018;1989;29;0;Luhanska  ;1;143.0;
2018;1989;29;1;Luhanska  ;1;105.0;
2018;1989;29;0;Luhanska  ;1;162.0;
2018;1989;29;1;Luhanska  ;1;119.0;
2019;1989;30;0;Luhanska  ;1;115;
2019;1989;30;0;Luhanska  ;0;132;
2019;1989;30;0;Luhanska  ;1;120;
2019;1989;30;0;Luhanska  ;1;135;
